    #index           Reference          Calculated         Polynomials    Electrostatics (Permanent + Induced)    
      7462      1.40000000e-02      3.50218111e-02      3.33791989e-02                          1.64261220e-03    
      7463     -2.41000000e-01     -2.55299915e-01     -1.17570285e-01                         -1.37729630e-01    
      7464     -3.56000000e-01     -1.87643616e-01     -8.58439321e-02                         -1.01799684e-01    
      7465      4.30000000e-02     -9.50009401e-02     -1.20184780e-01                          2.51838394e-02    
      7466     -3.20000000e-02     -1.66822195e-01     -9.21078870e-02                         -7.47143081e-02    
      7467      4.10000000e-02      2.06687698e-02      1.70110509e-03                          1.89676647e-02    
      7468      2.00000000e-03      1.95166280e-03      0.00000000e+00                          1.95166280e-03    
      7469     -8.00000000e-03     -7.43856150e-04      2.16200043e-02                         -2.23638605e-02    
      7470      3.00000000e-03     -7.14932737e-02     -6.87232920e-02                         -2.76998169e-03    
      7471     -1.40000000e-02      6.85693224e-02      9.16192040e-02                         -2.30498817e-02    
      7472     -9.60000000e-02     -6.39669707e-02      4.04165094e-02                         -1.04383480e-01    
      7473      6.00000000e-03      1.67271576e-02      1.00366263e-02                          6.69053130e-03    
      7474      2.40000000e-02      1.54057152e-02      0.00000000e+00                          1.54057152e-02    
      7475      5.00000000e-03      2.73222991e-03      0.00000000e+00                          2.73222991e-03    
      7476     -1.20000000e-02     -5.27845728e-03      0.00000000e+00                         -5.27845728e-03    
      7477      3.00000000e-03      4.66857360e-04      0.00000000e+00                          4.66857360e-04    
      7478     -8.00000000e-03     -9.44285102e-03      0.00000000e+00                         -9.44285102e-03    
      7479      7.00000000e-03      1.08118386e-03      0.00000000e+00                          1.08118386e-03    
      7480     -2.30000000e-02     -9.91108031e-03      0.00000000e+00                         -9.91108031e-03    
      7481     -1.02000000e-01     -3.91844709e-02      3.18120740e-03                         -4.23656783e-02    
      7482      2.20000000e-02      1.60763687e-02      7.53563943e-03                          8.54072929e-03    
      7483     -6.00000000e-03     -6.28216949e-03      0.00000000e+00                         -6.28216949e-03    
      7484     -2.70000000e-02      1.15363486e-02      3.38803663e-02                         -2.23440177e-02    
      7485      1.70000000e-02     -1.93790133e-01     -1.33100277e-01                         -6.06898556e-02    
      7486      4.00000000e-03     -4.86328640e-04      0.00000000e+00                         -4.86328640e-04    
      7487      6.90000000e-02      1.17093281e-01      1.04109456e-01                          1.29838250e-02    
      7488      1.21000000e-01      7.72566501e-02      5.67993928e-03                          7.15767109e-02    
      7489     -1.90000000e-02     -1.05148439e-01     -1.50720097e-01                          4.55716584e-02    
      7490      3.00000000e-03      6.85295873e-04      0.00000000e+00                          6.85295873e-04    
      7491      1.27000000e-01      1.27170314e-01      8.06393467e-02                          4.65309677e-02    
      7492      6.00000000e-03     -6.84157821e-04      0.00000000e+00                         -6.84157821e-04    
      7493     -7.30000000e-02     -9.21694084e-02     -6.14071929e-02                         -3.07622155e-02    
      7494      5.60000000e-02      5.37893260e-02      2.65821326e-02                          2.72071935e-02    
      7495      1.91000000e-01      2.43601600e-01      1.69909974e-01                          7.36916253e-02    
      7496      3.00000000e-03     -1.54500593e-02     -7.40282967e-03                         -8.04722962e-03    
      7497      1.80000000e-02      1.43289225e-02      0.00000000e+00                          1.43289225e-02    
      7498     -5.00000000e-03     -8.06235586e-03     -2.10348476e-03                         -5.95887110e-03    
      7499      6.00000000e-03      1.30959197e-03      0.00000000e+00                          1.30959197e-03    
      7500     -7.00000000e-03      7.64630050e-03      1.30787311e-02                         -5.43243061e-03    
      7501     -2.00000000e-03      9.42981849e-02      9.01128155e-02                          4.18536940e-03    
      7502      1.29000000e-01     -1.09477413e-03     -5.82752182e-02                          5.71804440e-02    
      7503     -1.50000000e-02     -1.13254341e-02      5.29990842e-03                         -1.66253425e-02    
      7504      1.20000000e-02     -3.90226544e-05     -1.42004184e-02                          1.41613957e-02    
      7505      1.30000000e-02      1.70910925e-03      6.39100897e-02                         -6.22009805e-02    
      7506     -1.00000000e-03      1.14407635e-01      9.57087834e-02                          1.86988520e-02    
      7507     -4.11000000e-01     -4.98148700e-01     -1.48113254e-01                         -3.50035446e-01    
      7508     -1.76000000e-01      1.77490324e-02      1.73942618e-01                         -1.56193585e-01    
      7509     -1.10000000e-02     -1.05699914e-01     -9.22954032e-02                         -1.34045109e-02    
      7510      6.00000000e-03     -1.86359528e-03      0.00000000e+00                         -1.86359528e-03    
      7511      5.00000000e-03      4.31004413e-02      3.29364471e-02                          1.01639942e-02    
      7512      1.46000000e-01     -5.24716187e-03     -1.66533752e-02                          1.14062134e-02    
      7513     -2.70000000e-02      3.14687067e-02      5.61796631e-02                         -2.47109564e-02    
      7514     -2.50000000e-02     -6.07321470e-02     -4.57725124e-02                         -1.49596345e-02    
      7515      1.39000000e-01      3.69729815e-02      2.30835950e-03                          3.46646220e-02    
      7516     -2.00000000e-03      2.00957816e-04      0.00000000e+00                          2.00957816e-04    
      7517      1.14000000e-01      9.69638237e-02      1.30691290e-02                          8.38946947e-02    
      7518      3.40000000e-02     -2.45859653e-02     -2.34909409e-02                         -1.09502435e-03    
      7519     -2.30000000e-02      5.36065382e-02      3.46795905e-02                          1.89269477e-02    
      7520      1.64000000e-01      1.01557421e-01      2.57947062e-02                          7.57627145e-02    
      7521     -6.00000000e-03      2.89541621e-02      2.26153047e-02                          6.33885743e-03    
      7522      1.10000000e-02      1.81528339e-02      1.95046964e-02                         -1.35186246e-03    
      7523      3.80000000e-02      3.44668700e-02     -4.12609134e-03                          3.85929614e-02    
      7524     -2.40000000e-02     -1.43509220e-02      2.51602217e-03                         -1.68669442e-02    
      7525     -2.70000000e-02     -1.00423445e-02      0.00000000e+00                         -1.00423445e-02    
      7526      1.30000000e-02      7.27183046e-03      0.00000000e+00                          7.27183046e-03    
      7527     -4.00000000e-03     -2.04851035e-03      0.00000000e+00                         -2.04851035e-03    
      7528      1.40000000e-02      8.73074457e-03      0.00000000e+00                          8.73074457e-03    
      7529     -1.32000000e-01     -1.09944633e-01      2.55090726e-03                         -1.12495540e-01    
      7530      9.00000000e-03      1.07688330e-02      0.00000000e+00                          1.07688330e-02    
      7531      5.60000000e-02      9.96446054e-03      1.16809237e-01                         -1.06844776e-01    
      7532      3.70000000e-02      2.02931781e-02      0.00000000e+00                          2.02931781e-02    
      7533      2.60000000e-02      9.86147578e-03     -5.02001433e-04                          1.03634772e-02    
      7534      4.14000000e-01      1.67807834e-01      8.24021032e-02                          8.54057306e-02    
